,TRADE_DATE_BEGIN,GEN_DAILY,CODIGO_SIC,PORCENTAJE
88,2023-03-30,17752.68,EPSG,0.0002472836201786326
89,2023-03-31,11859.980000000001,EPSG,0.00016520203088469908
90,2023-01-01,23327.82,EPSG,0.00032494179923682
91,2023-01-02,33774.57,EPSG,0.0004704584287880275
92,2023-01-03,16093.2,EPSG,0.0002241681118714904
93,2023-01-04,17481.56,EPSG,0.0002435070898123538
94,2023-01-05,16931.43,EPSG,0.0002358441263629551
95,2023-01-06,20772.46,EPSG,0.00028934724834874724
96,2023-01-07,11071.899999999998,EPSG,0.00015422457421954329
97,2023-01-08,9961.07,EPSG,0.00013875141389653686
98,2023-01-09,10503.680000000002,EPSG,0.0001463096284954103
99,2023-01-10,9043.650000000001,EPSG,0.00012597233271981984
100,2023-01-11,6191.3099999999995,EPSG,8.624103799810336e-05
101,2023-01-12,5571.95,EPSG,7.761374437292464e-05
102,2023-01-13,20188.469999999998,EPSG,0.00028121263648461635
103,2023-01-14,12987.199999999999,EPSG,0.00018090349355612433
104,2023-01-15,13612.52,EPSG,0.00018961380621709175
105,2023-01-16,18822.869999999995,EPSG,0.000262190690969013
106,2023-01-17,9589.7,EPSG,0.00013357846434606117
107,2023-01-18,16780.9,EPSG,0.00023374733853455458
108,2023-01-19,15610.980000000001,EPSG,0.00021745109183155616
109,2023-01-20,19567.11,EPSG,0.0002725574841225958
110,2023-01-21,23479.65,EPSG,0.00032705669524416773
111,2023-01-22,14370.1,EPSG,0.00020016641714540952
112,2023-01-23,16797.19,EPSG,0.00023397424794613126
113,2023-01-24,4462.71,EPSG,6.216273174570744e-05
114,2023-01-25,21333.050000000003,EPSG,0.0002971559129918288
115,2023-01-26,20377.829999999998,EPSG,0.00028385030168880104
116,2023-01-27,28398.420000000002,EPSG,0.0003955720547519183
117,2023-01-28,21768.8,EPSG,0.00030322563528124304
118,2023-01-29,28677.12,EPSG,0.0003994541697308276
119,2023-01-30,22902.309999999998,EPSG,0.00031901471368003586
